name,wikiID,alt,city,midpointX,midpointY,,Y+X
景山溪,Q64358845,,苗栗縣,,,,","
景山溪,,,苗栗,,,,","
景美溪,,,新北市,121.554,24.9779,,"24.9779,121.554"
景美溪,,,臺北市,121.597,25.0037,,"25.0037,121.597"
景美溪,Q5101032,,臺北市,,,,","
景美溪,,,,,,,","
智腦灌溉水道,,,宜蘭縣,121.528,24.6024,,"24.6024,121.528"
智慧溪,,,新北市,121.66,25.0588,,"25.0588,121.66"
智慧溪,Q11090268,,新北市,,,,","
智慧溪,,,,,,,","
曾文水庫,,,嘉義縣,120.567,23.2751,,"23.2751,120.567"
曾文溪,,,臺南市,120.076,23.0571,,"23.0571,120.076"
曾文溪,,,嘉義縣,120.389,23.0961,,"23.0961,120.389"
曾文溪,,,高雄市,120.389,23.0961,,"23.0961,120.389"
曾文溪,Q697324,,臺南市,,,,","
曾文溪,,,,,,,","
曾文溪上游,,,嘉義縣,120.767,23.4478,,"23.4478,120.767"
朝庸溪,,,臺東縣,120.873,22.3386,,"22.3386,120.873"
朝庸溪,Q11092532,,臺東縣,,,,","
朝庸溪,,,,,,,","
渡子頭溪,,,臺南市,120.328,23.1639,,"23.1639,120.328"
温泉溪,,,,,,,","
港口埤圳,,,宜蘭縣,121.834,24.8676,,"24.8676,121.834"
港口溪,,,屏東縣,120.837,22.0226,,"22.0226,120.837"
港口溪,Q17030337,,屏東縣,,,,","
港口溪,,,,,,,","
港子埔排水幹線,,,高雄市,120.381,22.5106,,"22.5106,120.381"
港子溪,Q17030365,,屏東縣,,,,","
港子溪,,,,,,,","
港子墘溪,,,,,,,","
港仔溪,,,,,,,","
港尾子溪,,,臺中市,120.634,24.1816,,"24.1816,120.634"
港尾子溪排水,#N/A,港尾子溪,臺中市,,,,","
港尾溝溪,,,,,,,","
港尾溝溪排水,#N/A,港尾溝溪,臺南市,,,,","
港東溪,,,屏東縣,120.469,22.4886,,"22.4886,120.469"
港嘴灣,,,,,,,","
港澳溪,,,宜蘭縣,,,,","
游泳池,,,花蓮縣,121.391,23.4924,,"23.4924,121.391"
湖子厝圳,,,南投縣,120.691,23.7573,,"23.7573,120.691"
湖肚一圳,,,新竹縣,121.203,24.7917,,"24.7917,121.203"
湖肚二圳,,,新竹縣,121.197,24.7906,,"24.7906,121.197"
湖底坑,,,嘉義縣,120.465,23.4095,,"23.4095,120.465"
湖底埤,,,桃園市,121.202,25.0763,,"25.0763,121.202"
湖桶坑,,,宜蘭縣,121.753,24.6189,,"24.6189,121.753"
湧水溪,,,臺東縣,121.286,22.9666,,"22.9666,121.286"
湯圍溪,,,宜蘭縣,121.762,24.8436,,"24.8436,121.762"
湳子溝溪,,,桃園市,121.31,24.828,,"24.828,121.31"
湳仔坑,,,苗栗縣,120.724,24.4055,,"24.4055,120.724"
湳仔溝,,,,,,,","
湳仔溝溪,,,桃園市,121.307,24.8215,,"24.8215,121.307"
湳坑溪,,寶1-2排水,新竹縣,,,,","
無水溪,,,屏東縣,120.889,22.0894,,"22.0894,120.889"
無水溪,,,,,,,","
無名溪,,,臺南市,120.323,23.0605,,"23.0605,120.323"
無名溪,Q64828035,,新北市,,,,","
無名溪,,,宜蘭縣,,,,","
無名溪,,,,,,,","
猴山坑,,,臺北市,121.595,24.9929,,"24.9929,121.595"
猴洞坑,,,南投縣,120.797,23.9106,,"23.9106,120.797"
猴洞坑溪,,,宜蘭縣,121.775,24.8508,,"24.8508,121.775"
猴洞坑溪,#N/A,,臺北市,,,,","
猴猴坑,,,宜蘭縣,121.864,24.5665,,"24.5665,121.864"
猴龍溪,,,南投縣,120.881,23.9135,,"23.9135,120.881"
猴櫥底坑,,,嘉義縣,120.645,23.3712,,"23.3712,120.645"
番子田圳,,,彰化縣,120.623,24.0421,,"24.0421,120.623"
番子田埤,,,臺南市,120.298,23.1946,,"23.1946,120.298"
番子坑,,,臺南市,120.552,23.1381,,"23.1381,120.552"
番子坑,,,,,,,","
番子路科溪,#N/A,,嘉義縣,,,,","
番子窩坑,,,桃園市,121.182,24.8602,,"24.8602,121.182"
番子寮圳幹線,,,南投縣,120.817,23.8118,,"23.8118,120.817"
番子寮溪,,,南投縣,120.698,23.8894,,"23.8894,120.698"
番子鹽溪,,,高雄市,120.427,22.9213,,"22.9213,120.427"
番仔坑,,,彰化縣,120.62,23.8975,,"23.8975,120.62"
番仔坑,,,南投縣,120.629,23.8989,,"23.8989,120.629"
番仔城坑,,,臺中市,120.783,24.2054,,"24.2054,120.783"
番仔崙埤,,,臺中市,120.696,24.0838,,"24.0838,120.696"
番仔溪,,,桃園市,121.215,25.0854,,"25.0854,121.215"
番仔寮埤,,,臺中市,120.681,24.0823,,"24.0823,120.681"
番仔寮溪,,,苗栗縣,120.661,24.4787,,"24.4787,120.661"
番仔寮溪,,,,,,,","
番尾坑,,,雲林縣,120.586,23.592,,"23.592,120.586"
番尾坑,,,嘉義縣,120.586,23.592,,"23.592,120.586"
番波夾坑,,,,,,,","
番社坑溪,,,宜蘭縣,121.672,24.606,,"24.606,121.672"
番社坑溪,,,,,,,","
番社溪,,,臺南市,120.396,22.9282,,"22.9282,120.396"
番社溪,,,,,,,","
番厝坑,,,臺南市,120.437,23.1957,,"23.1957,120.437"
番埤圳,,,臺中市,120.778,24.2995,,"24.2995,120.778"
番婆坑,,,新竹縣,121.047,24.6837,,"24.6837,121.047"
番婆夾坑,,,南投縣,120.642,23.6543,,"23.6543,120.642"
番婆寮坑,,,彰化縣,120.583,24.0243,,"24.0243,120.583"
番寮溪,,,臺中市,120.784,24.1021,,"24.1021,120.784"
番欄坑,,,,,,,","
登仙溪,,,臺中市,121.126,24.2097,,"24.2097,121.126"
登仙溪,,,,,,,","
發祥溪,,,南投縣,121.172,24.1161,,"24.1161,121.172"
發祥溪,,,,,,,","
發電所坑,,,臺南市,120.452,23.2336,,"23.2336,120.452"
稍來坪坑,,,臺中市,120.884,24.187,,"24.187,120.884"
稍來溪,,,臺中市,120.997,24.242,,"24.242,120.997"
筆石,,,,,,,","
筆石溪,,,南投縣,120.84,23.6098,,"23.6098,120.84"
筆石溪,#N/A,,南投縣,,,,","
筏子溪,,,臺中市,120.619,24.1316,,"24.1316,120.619"
筏子溪,Q15902373,,臺中市,,,,","
筏子溪,,,,,,,","
莿桐腳埤圳,,,屏東縣,120.662,22.2533,,"22.2533,120.662"
菁埔埤,,,臺南市,120.317,23.2367,,"23.2367,120.317"
菁斛坑,,,宜蘭縣,121.871,24.9332,,"24.9332,121.871"
菁礐溪,,,臺北市,121.568,25.1481,,"25.1481,121.568"
菁礜溪,,,,,,,","
菜公坑圳,,,新北市,121.513,25.2056,,"25.2056,121.513"
菜公坑溪,,,,,,,","
菜公埤,,,高雄市,120.316,22.6823,,"22.6823,120.316"
菜園溪圳,,,臺中市,120.78,24.316,,"24.316,120.78"
菜寮溪,,,臺南市,120.369,23.0987,,"23.0987,120.369"
菜寮溪,Q32579735,,臺南市,,,,","
菜寮溪,,,,,,,","
華泰大魚池,,,南投縣,120.81,23.8302,,"23.8302,120.81"
華綠溪,,,花蓮縣,121.369,24.2243,,"24.2243,121.369"
華興溪,,到孔山溪,,120.505,23.622,,"23.622,120.505"
華興溪(到孔山溪),,,嘉義縣,120.409,23.612,,"23.612,120.409"
華興溪(到孔山溪),,,雲林縣,120.468,23.6303,,"23.6303,120.468"
蛟龍溪,,,嘉義縣阿里山鄉,,,,","
街尾圳,,,南投縣,120.674,23.775,,"23.775,120.674"
象鼻坑,,,臺中市,120.729,24.0155,,"24.0155,120.729"
象鼻坑,,,,,,,","
貴子坑溪,,,臺北市,121.491,25.1531,,"25.1531,121.491"
貴子坑溪,N/A,,臺北市,,,,","
貴子坑溪,,貴仔坑溪,台北市北投區,,,,","
貴水二溪,,,臺北市,121.485,25.1157,,"25.1157,121.485"
貴仔坑溪,,,新北市,121.428,25.0496,,"25.0496,121.428"
跌死人坑,,,宜蘭縣,121.645,24.6012,,"24.6012,121.645"
跌馬坑,,,南投縣,120.845,23.9941,,"23.9941,120.845"
逮魚堀溪,,,新北市,121.706,24.9172,,"24.9172,121.706"
逮魚堀溪,,,,,,,","
逸久溪,,,宜蘭縣,121.398,24.3844,,"24.3844,121.398"
鄉長溪,,,,,,,","
開元港,,,臺東縣,121.509,22.0602,,"22.0602,121.509"
陽明湖,,,臺北市,121.548,25.1497,,"25.1497,121.548"
隆隆溪,,,新北市,121.946,25.0186,,"25.0186,121.946"
集集鎮立游泳池,,,南投縣,120.784,23.8315,,"23.8315,120.784"
集會所溪,,雷火溪,,120.673,24.3555,,"24.3555,120.673"
集會所溪(雷火溪),,,臺中市,120.654,24.3626,,"24.3626,120.654"
雲林溪,,,雲林縣,120.517,23.7168,,"23.7168,120.517"
雲林溪,#N/A,,雲林縣,,,,","
須美基溪,,,花蓮縣,121.576,24.0559,,"24.0559,121.576"
飲水坑,,,臺中市,120.726,24.1391,,"24.1391,120.726"
馮屋大埤,,,桃園市,121.2,24.8722,,"24.8722,121.2"
黃肉坑,,,南投縣,120.973,24.0479,,"24.0479,120.973"
黃肉溪,,,南投縣,120.983,24.0474,,"24.0474,120.983"
黃狗坑溪,,,高雄市,120.661,23.2837,,"23.2837,120.661"
黃埔湖,,,高雄市,120.371,22.6158,,"22.6158,120.371"
黃高溪,,,,,,,","
黃麻溪,,,花蓮縣,121.197,23.3474,,"23.3474,121.197"
黃墘溪,,,桃園市,121.249,25.0189,,"25.0189,121.249"
黃鳳鳴圳,,,宜蘭縣,121.693,24.6648,,"24.6648,121.693"
黃德坑溪,,,雲林縣,120.615,23.6822,,"23.6822,120.615"
黃德坑溪,,,雲林縣新庄村,,,,","
黑石坑,,,南投縣,120.868,23.7594,,"23.7594,120.868"
黑石壁圳,,,苗栗縣,120.879,24.4563,,"24.4563,120.879"
黑肉肚腳溪,,,嘉義縣,120.648,23.3905,,"23.3905,120.648"
黑東溝,,,臺南市,120.407,22.9326,,"22.9326,120.407"
僅那鹿角溪,,,臺東縣,121.407,23.2547,,"23.2547,121.407"
勤和溪,,,,,,,","
嗅水溪,,,花蓮縣,121.346,23.2483,,"23.2483,121.346"
園塘,,,桃園市,121.249,24.9533,,"24.9533,121.249"
圓山溪,#N/A,,宜蘭縣,,,,","
圓埔溝,,,高雄市,120.389,22.8985,,"22.8985,120.389"
塔乃庫溪,,,嘉義縣,120.694,23.3752,,"23.3752,120.694"
塔乃庫溪,,,,,,,","
塔古夫庫拉溪,,,,120.803,23.2703,,"23.2703,120.803"
塔古夫庫拉溪,,,高雄市,120.803,23.2703,,"23.2703,120.803"
塔瓦溪,,,屏東縣,120.882,22.2438,,"22.2438,120.882"
塔瓦溪,,,臺東縣,120.882,22.2438,,"22.2438,120.882"
塔瓦溪,Q10930901,,臺東縣,,,,","
塔瓦溪,,,,,,,","
塔克金溪,,,新竹縣,121.305,24.4534,,"24.4534,121.305"
塔克金溪,Q10930702,,新竹縣,,,,","
塔克金溪,,,,,,,","
塔洛木溪,,,花蓮縣,121.21,23.4127,,"23.4127,121.21"
塔洛木溪,,,,,,,","
塔流溪,,,臺南市,120.41,23.0087,,"23.0087,120.41"
塔曼溪,,,桃園市,121.44,24.6737,,"24.6737,121.44"
塔曼溪,,,,,,,","
塔達芬溪,,,花蓮縣,121.053,23.4085,,"23.4085,121.053"
塔達芬溪,,,新北市新莊區,,,,","
塔寮坑溪,Q10930761,新朝溪,新北市,,,,","
塔寮坑溪,,,,,,,","
塔寮溪,,,新北市,121.418,25.0129,,"25.0129,121.418"
塔寮溪,,,桃園市,121.412,25.0185,,"25.0185,121.412"
塔寮溪後港支線,,,新北市,121.435,25.0079,,"25.0079,121.435"
塔羅留溪,,,高雄市,120.724,23.1556,,"23.1556,120.724"
塔羅留溪,,,,,,,","
塔羅塔羅曾北溪,,,高雄市,120.72,23.2378,,"23.2378,120.72"
塔羅塔羅曾北溪,,,,,,,","
塔羅塔羅曾南溪,,,高雄市,120.72,23.2227,,"23.2227,120.72"
塔羅塔羅曾南溪,,,,,,,","
塔羅灣溪,,,南投縣,121.187,24.0249,,"24.0249,121.187"
塔羅灣溪,Q21041594,,南投縣,,,,","
塔羅灣溪,,,南投縣仁愛鄉,,,,","
塔羅灣溪,,,,,,,","
塭子川,,,新北市,121.45,25.0946,,"25.0946,121.45"
塭子川,,,,,,,","
塭港型厝船澳,,,嘉義縣,120.146,23.4735,,"23.4735,120.146"
愛河,Q697957,,高雄市,,,,","
愛河,,,,,,,","
慈恩溪,,魯翁溪,,121.398,24.1882,,"24.1882,121.398"
慈恩溪,,,,,,,","
慈恩溪(魯翁溪),,,花蓮縣,121.398,24.1882,,"24.1882,121.398"
新山水庫,,,基隆市,121.708,25.1296,,"25.1296,121.708"
新打坑,,,新竹縣,121.11,24.8038,,"24.8038,121.11"
新田圳,,,臺中市,120.805,24.304,,"24.304,120.805"
新圳,,,臺中市,120.799,24.2301,,"24.2301,120.799"
新安溪,,,,,,,","
新庄圳,,,屏東縣,120.571,22.5962,,"22.5962,120.571"
新竹漁港,,,新竹市,120.92,24.8493,,"24.8493,120.92"
新坡下塘埤,,,桃園市,121.084,25.0166,,"25.0166,121.084"
新店溪,,,苗栗縣,120.918,24.5311,,"24.5311,120.918"
新店溪,,,新北市,121.487,25.0287,,"25.0287,121.487"
新店溪,,,臺北市,121.488,25.0305,,"25.0305,121.488"
新店溪,Q199378,,新北市,,,,","
新店溪,Q64358842,,苗栗縣,,,,","
新店溪,,,,,,,","
新店溪第二號排水溝,,,臺北市,121.489,25.0305,,"25.0305,121.489"
新武呂溪,,,臺東縣,120.957,23.2013,,"23.2013,120.957"
新武呂溪,,,花蓮縣,120.957,23.2013,,"23.2013,120.957"
新武呂溪,Q11083038,,臺東縣,,,,","
新武呂溪,,,,,,,","
新社坑,,,嘉義縣,120.571,23.4975,,"23.4975,120.571"
新虎尾溪,,,雲林縣,120.24,23.7483,,"23.7483,120.24"
新虎尾溪,Q11084280,,雲林縣,,,,","
新虎尾溪,,,,,,,","
新城圳,,,新竹縣,121.155,24.7529,,"24.7529,121.155"
新城東溪,,,宜蘭縣,121.809,24.5769,,"24.5769,121.809"
新城溪,,,宜蘭縣,121.815,24.6143,,"24.6143,121.815"
新城溪,Q11081953,,宜蘭縣,,,,","
新城溪,,,,,,,","
新屋溪,,,桃園市,121.031,25.0131,,"25.0131,121.031"
新屋溪,Q11082350,,桃園市,,,,","
新屋溪,,,,,,,","
新厝埤,,,桃園市,121.151,25.0438,,"25.0438,121.151"
新埔土地公埔一圳,,,新竹縣,121.054,24.8245,,"24.8245,121.054"
新班鳩溪,,,臺東縣,121.072,22.8512,,"22.8512,121.072"
新班鳩溪,,,,,,,","
新埤,,,臺南市,120.317,23.2036,,"23.2036,120.317"
新埤,,,嘉義縣,120.465,23.6035,,"23.6035,120.465"
新埤,,,桃園市,121.175,24.9601,,"24.9601,121.175"
新埤排水,,,嘉義縣,,,,","
新莊子溪,,,桃園市,121.258,25.0063,,"25.0063,121.258"
新莊小溪,,,高雄市,120.575,22.9914,,"22.9914,120.575"
新莊溪,,,花蓮縣,121.528,23.646,,"23.646,121.528"
新莊溪,,,,,,,","
新都驕溪,,,屏東縣,120.774,22.3218,,"22.3218,120.774"
新港北溪,,,臺東縣,121.326,23.1363,,"23.1363,121.326"
新港北溪,,,,,,,","
新港南溪,,,臺東縣,121.336,23.1201,,"23.1201,121.336"
新港南溪,,,,,,,","
新港溪,,,臺東縣,121.364,23.1115,,"23.1115,121.364"
新港溪,Q11083246,"成功溪,巴拿尼灣溪",臺東縣,,,,","
新港溪,,,,,,,","
新港溪排水,N/A,新港溪,苗栗縣,,,,","
新港漁港,,,高雄市,120.2,22.8133,,"22.8133,120.2"
新港漁港,,,臺東縣,121.379,23.0972,,"23.0972,121.379"
新街埤幹線,,,屏東縣,120.725,22.0675,,"22.0675,120.725"
新街排水,,,南投縣,120.701,23.8789,,"23.8789,120.701"
新街排水溝,,,屏東縣,120.717,22.0605,,"22.0605,120.717"
新街溪,,,桃園市,121.192,25.0833,,"25.0833,121.192"
新街溪,Q17025425,石頭溪,桃園市,,,,","
新街溪,,,,,,,","
新開溪,,,屏東縣,120.623,22.4049,,"22.4049,120.623"
新開溪,,,,,,,","
新隆河,,老雞隆河,,120.812,24.4495,,"24.4495,120.812"
新隆河,Q34945733,"老雞隆溪,雞隆河",苗栗縣,,,,","
新隆河,,,,,,,","
新隆河(老雞隆河),,,苗栗縣,120.811,24.4587,,"24.4587,120.811"
新園溪,,,臺東縣,121.06,22.7729,,"22.7729,121.06"
新園溪,,,,,,,","
新路溪,,塔加寮溪,,120.754,22.2327,,"22.2327,120.754"
新路溪,,,屏東縣獅子鄉,,,,","
新路溪(塔加寮溪),,,屏東縣,120.736,22.223,,"22.223,120.736"
新福圳(頭寮大池),,,桃園市,121.283,24.8369,,"24.8369,121.283"
新福州圳十一號池,,,桃園市,121.281,24.8351,,"24.8351,121.281"
新寮溪,,,新北市,120.5,23.1667,,"23.1667,120.5"
新寮溪,,,臺南市,120.5,23.1667,,"23.1667,120.5"
新寮溪,,,宜蘭縣,,,,","
新寮溪,,,,,,,","
新橋溪,,,臺東縣,121.207,22.8764,,"22.8764,121.207"
新興坑排水,,,彰化縣,120.616,24.0032,,"24.0032,120.616"
新豐溪,,,新竹縣,121.002,24.9069,,"24.9069,121.002"
新豐溪,Q11084349,,新竹縣,,,,","
新豐溪,,,,,,,","
新豐溪北勢支線,,,新竹縣,121.008,24.9066,,"24.9066,121.008"
新豐溪波羅汶支線,,,新竹縣,121.007,24.9021,,"24.9021,121.007"
新豐溪德盛支線,,,新竹縣,121.025,24.9128,,"24.9128,121.025"
暖暖溪,#N/A,,基隆市,,,,","
暗坑,,,臺南市,120.405,23.1907,,"23.1907,120.405"
暗坑,,,,,,,","
暗潭埤,,,苗栗縣,120.925,24.5979,,"24.5979,120.925"
會社埤,,,桃園市,121.138,25.0067,,"25.0067,121.138"
會埔大圳,,,嘉義縣,120.532,23.4586,,"23.4586,120.532"
椰油南溪,,,臺東縣,121.527,22.0386,,"22.0386,121.527"
椰油南溪,,,台東縣,121.53,22.0408,,"22.0408,121.53"
椰油溪,,,臺東縣,121.52,22.0514,,"22.0514,121.52"
椰油溪,,,台東縣,,,,","
椿谷溪,,,,,,,","
楊岸溪,,,南投縣,121.008,24.1118,,"24.1118,121.008"
楊岸溪,,,,,,,","
楓林溪,,,新北市,121.537,25.2899,,"25.2899,121.537"
楓林溪,Q11119633,,新北市,,,,","
楓林溪,,,,,,,","
楓港溪,,,屏東縣,120.703,22.1995,,"22.1995,120.703"
楓港溪,,,臺東縣,120.851,22.2369,,"22.2369,120.851"
楓港溪,Q11119649,,屏東縣,,,,","
楓港溪,,,,,,,","
楓溪,Q32752096,,宜蘭縣,,,,","
楓溪,,,,,,,","
楓樹坑,,,桃園市,121.343,25.0082,,"25.0082,121.343"
楓樹坑溪,,,,,,,","
楓樹湖南溪,,,雲林縣,120.608,23.7134,,"23.7134,120.608"
楓樹湖南溪,,,,,,,","
楓樹溪,,,苗栗縣,120.719,24.4977,,"24.4977,120.719"
楓樹腳溪,,,臺中市,120.629,24.1162,,"24.1162,120.629"
楓樹腳溪,,,,,,,","
楓樹腳溪支線,,,臺中市,120.638,24.1268,,"24.1268,120.638"
楓樹潭圳,,,臺中市,120.838,24.253,,"24.253,120.838"
楠坑溝,,,臺南市,120.359,22.9274,,"22.9274,120.359"
楠梓仙溪,,,高雄市,120.507,22.9155,,"22.9155,120.507"
楠梓仙溪,,,嘉義縣,120.533,22.995,,"22.995,120.533"
楠梓坑溪,,,,,,,","
楠梓溪,,,高雄市,120.316,22.7362,,"22.7362,120.316"
楠溪,,,宜蘭縣,121.706,24.4088,,"24.4088,121.706"
楠溪,#N/A,,臺東縣,,,,","
楣子寮溪,,,新北市,121.576,24.9637,,"24.9637,121.576"
源城溪,,無尾溪,,121.291,23.3199,,"23.3199,121.291"
源城溪(無尾溪),,,花蓮縣,121.291,23.3199,,"23.3199,121.291"
溝坪溪,,,高雄市,120.508,23.0027,,"23.0027,120.508"
溪仔口溪,,,屏東縣,120.877,22.0158,,"22.0158,120.877"
溪仔口溪,,,,,,,","
溪仔埤,,,桃園市,121.168,25.0672,,"25.0672,121.168"
溪州溝排水,,,南投縣,120.685,23.97,,"23.97,120.685"
溪州溪,,,屏東縣,120.494,22.4919,,"22.4919,120.494"
溪州溪,,,,,,,","
溪尾寮溪,#N/A,尾寮溪,新北市,,,,","
溪底溝,,,宜蘭縣,121.823,24.8564,,"24.8564,121.823"
溪洲圳,,,桃園市,121.255,24.8222,,"24.8222,121.255"
溪洲溪,,,臺中市,120.584,24.369,,"24.369,120.584"
溪頭下埤,,,彰化縣,120.632,24.0033,,"24.0033,120.632"
溪邊寮圳,,,嘉義縣,120.486,23.5772,,"23.5772,120.486"
溫水坑溪,,,南投縣,120.713,23.7979,,"23.7979,120.713"
溫泉溪,,,高雄市,120.721,22.9181,,"22.9181,120.721"
溫泉溪,,,,,,,","
溫厝溪,,,台南,,,,","
溫寮溪,,,臺中市,120.581,24.3711,,"24.3711,120.581"
溫寮溪,Q16929083,,臺中市,,,,","
溫寮溪,,,,,,,","
煌秀坑,,,南投縣,120.853,23.9994,,"23.9994,120.853"
煙寮坑,,,南投縣,120.932,24.0112,,"24.0112,120.932"
照平坑,,,宜蘭縣,121.788,24.6294,,"24.6294,121.788"
照東坑,,,嘉義縣,120.571,23.2284,,"23.2284,120.571"
照東坑,,,臺南市,120.571,23.2284,,"23.2284,120.571"
照鏡埤,,,桃園市,121.203,25.0397,,"25.0397,121.203"
爺巴堪溪,,,新竹縣,121.091,24.5275,,"24.5275,121.091"
爺巴堪溪,,,,,,,","
獅子頭溪,,,屏東縣,120.684,22.2267,,"22.2267,120.684"
獅子頭溪,,,嘉義縣,120.486,23.5141,,"23.5141,120.486"
獅子頭溪,#N/A,,嘉義縣,,,,","
獅子頭溪,,獅頭溪,嘉義,,,,","
獅潭川,,,苗栗縣,120.922,24.5754,,"24.5754,120.922"
獅頭坑,,,彰化縣,120.624,23.8176,,"23.8176,120.624"
獅龍溝,,,高雄市,120.368,22.7014,,"22.7014,120.368"
獅龍溪,,,高雄市,120.358,22.6837,,"22.6837,120.358"
瑞北坑溪,,,瑞穗鄉,,,,","
瑞岩溪,,,南投縣,121.207,24.1362,,"24.1362,121.207"
瑞岩溪,,,,,,,","
瑞樹坑溪,,,新北市,121.34,25.1268,,"25.1268,121.34"
瑞樹坑溪,,,,,,,","
矮山坑,,,臺中市,120.814,24.1784,,"24.1784,120.814"
矮山坑,,,,,,,","
矮山坑溪,,,,,,,","
義興溪,,,桃園市,121.375,24.7797,,"24.7797,121.375"
腦寮溪,,,南投縣,121.174,23.9576,,"23.9576,121.174"
腳毛圳,,,南投縣,120.929,23.9744,,"23.9744,120.929"
萩岡溪,,,,,,,","
萬丈坑溪,,,,,,,","
萬丈深坑,,,屏東縣,120.884,22.0745,,"22.0745,120.884"
萬大水庫(碧湖),,,南投縣,121.137,23.9969,,"23.9969,121.137"
萬大北溪,,,南投縣,121.249,23.9675,,"23.9675,121.249"
萬大南溪,,,南投縣,121.226,23.8246,,"23.8246,121.226"
萬大溪,,,南投縣,121.164,23.9377,,"23.9377,121.164"
萬大溪,Q7967136,,南投縣,,,,","
萬大溪,,,南投縣仁愛鄉,,,,","
萬大溪,,,,,,,","
萬斗六坑,,,臺中市,120.722,24.0203,,"24.0203,120.722"
萬安溪,,,屏東縣,120.616,22.6238,,"22.6238,120.616"
萬安溪,,,臺東縣,121.193,23.1049,,"23.1049,121.193"
萬安溪,Q34828152,,屏東縣,,,,","
萬安溪,N/A,,臺東縣,,,,","
萬安溪,,,屏東,,,,","
萬安溪,,,,,,,","
萬年溪,,,屏東縣,120.5,22.6668,,"22.6668,120.5"
萬年溪,,,臺東縣,121.383,23.1191,,"23.1191,121.383"
萬年溪,,,,,,,","
萬里溪,,萬里橋溪,,121.331,23.8099,,"23.8099,121.331"
萬里溪,Q7967982,,花蓮縣,,,,","
萬里溪,,,花蓮,,,,","
萬里溪,,,,,,,","
萬里溪(萬里橋溪),,,花蓮縣,121.331,23.8099,,"23.8099,121.331"
萬里磺溪,,,新北市,,,,","
萬朝溪,,,花蓮縣,121.212,23.1413,,"23.1413,121.212"
萬朝溪,,,臺東縣,121.205,23.1451,,"23.1451,121.205"
萬朝溪,,,,,,,","
萬寮溪,#N/A,,彰化縣,,,,","
萬巒碑一支線,,,屏東縣,120.561,22.5777,,"22.5777,120.561"
萬巒碑二支線,,,屏東縣,120.562,22.5746,,"22.5746,120.562"
葉子寮溪,,,嘉義縣,120.487,23.5736,,"23.5736,120.487"
葉子寮溪,,,嘉義或雲林,,,,","
葉子寮溪,,,,,,,","
葫蘆坑,,,南投縣,120.787,23.9422,,"23.9422,120.787"
蜂仔坑,,,苗栗縣,120.831,24.48,,"24.48,120.831"
蜈蚣溝,,,花蓮縣,121.267,23.192,,"23.192,121.267"
蜈蚣溪,,,花蓮縣,121.556,23.7713,,"23.7713,121.556"
蜈蜞坑,,,南投縣,120.939,23.9586,,"23.9586,120.939"
補拉米溪,,,臺東縣,120.866,22.573,,"22.573,120.866"
補拉米溪,,,,,,,","
裡冷溪,,,臺中市,120.951,24.1526,,"24.1526,120.951"
裡冷溪,,,台中市和平區,,,,","
跳瓜坑,,,南投縣,120.854,23.9958,,"23.9958,120.854"
運河,,,高雄市,120.301,22.5985,,"22.5985,120.301"
運動場圳,,,臺中市,120.79,24.3127,,"24.3127,120.79"
過溝溪,,,苗栗縣,120.713,24.5725,,"24.5725,120.713"
過溪,,田子溪,,120.685,23.7169,,"23.7169,120.685"
過溪,#N/A,,南投縣,,,,","
過溪(田子溪),,,南投縣,120.665,23.7299,,"23.7299,120.665"
達仁溪,Q17059768,,臺東縣,,,,","
達仁溪,,,,,,,","
達巴拉頓溪,,,臺東縣,120.899,22.5811,,"22.5811,120.899"
達美漢溪,,,宜蘭縣,121.743,24.4379,,"24.4379,121.743"
達茵河對溪,,,宜蘭縣,,,,","
達茵荷對溪,,,宜蘭縣,121.701,24.5097,,"24.5097,121.701"
達莫溪,,,花蓮縣,121.441,23.6513,,"23.6513,121.441"
酬勤水庫,,,臺東縣,121.501,22.6736,,"22.6736,121.501"
隘丁寮溪,,,高雄市,120.536,22.9806,,"22.9806,120.536"
隘丁寮溪,,,,,,,","
隘口寮溝,,,苗栗縣,120.675,24.4667,,"24.4667,120.675"
隘口寮溪,,,苗栗縣,120.685,24.4528,,"24.4528,120.685"
隘界圳,,,宜蘭縣,121.68,24.7491,,"24.7491,121.68"
隘寮北溪,,,屏東縣,120.689,22.7398,,"22.7398,120.689"
隘寮北溪,Q32172801,,屏東縣,,,,","
隘寮北溪,,,,,,,","
隘寮南溪,,,屏東縣,120.715,22.6884,,"22.6884,120.715"
隘寮南溪,Q32172819,,屏東縣,,,,","
隘寮南溪,,,,,,,","
隘寮溪,,,南投縣,120.618,22.7479,,"22.7479,120.618"
隘寮溪,,,屏東縣,120.536,22.7904,,"22.7904,120.536"
隘寮溪,#N/A,,南投縣,,,,","
隘寮溪,Q4697063,,屏東縣,,,,","
隘寮溪,,,,,,,","
隘寮溪排水溝,,,屏東縣,120.483,22.7051,,"22.7051,120.483"
雷公坑,,乾溪,,120.647,23.6457,,"23.6457,120.647"
雷公坑,,,苗栗縣,120.783,24.5435,,"24.5435,120.783"
雷公坑(乾溪),,,南投縣,120.647,23.6457,,"23.6457,120.647"
雷公坑溪,#N/A,,南投縣,,,,","
雷公埤溝,,,苗栗縣,120.876,24.6614,,"24.6614,120.876"
雷公溪,,,嘉義縣,120.561,23.3226,,"23.3226,120.561"
電子坑,,,南投縣,120.874,23.8408,,"23.8408,120.874"
電子坑,,,,,,,","
